,BT-20,BT-474,BT-549,DU-4475,HCC1143,HCC1599,HCC1806,HCC1937,HCC38,Hs-578-T,MCF10A,MCF7,MDA-MB-157,MDA-MB-231,MDA-MB-436,MDA-MB-453,MDA-MB-468,MFM-223,SKBR3,SW527
AAAS,1.08068431343,-1.42647494235,-0.99945103019,-0.896205768891,0.353205192521,1.37812886145,-3.66192767371,-1.47954172025,-0.460388281232,1.11393797179,0.225982512961,-0.512908432805,-2.23540678155,1.02763325943,-0.351174063847,0.91223475908,0.345428065425,1.84908981904,0.350669484169,1.64169653593
AACS,2.06229221159,-1.22844780609,,-0.257066416142,-2.12873377286,0.730217361434,-0.206560853203,-0.46416943839,2.49253735525,,-0.933229234891,1.32119557522,-0.399427115913,-1.92371257824,0.270693642142,-1.36711184749,-0.12945448932,-0.330021579069,2.41789342294,1.02495014361
AAGAB,2.99389370784,1.24493227712,-0.639269652691,0.71958911556,-0.371042567347,-1.03695395781,-1.72865130842,0.475974799415,-0.534173431479,-2.46834428005,-0.738148907661,1.70487982705,-0.568913220575,-1.35896292242,0.625097731627,2.45761613265,0.565341064462,1.16583352939,-2.22734275301,0.252316139128
AAK1,2.26428739435,-1.89529804951,-0.437519939286,0.941192353963,-0.890761117226,-2.10014641336,1.1157842939,0.702761053564,-0.131531717062,0.693124888669,-0.274033665224,-1.37538367077,1.94212872813,0.209552466927,1.53931777114,-2.33716781743,2.29654401435,-0.920698969882,-0.231108825466,-0.904384821867
AAMDC,-1.35933762586,-1.75821850401,-0.28981182425,-2.35522443008,2.19025196334,-2.67350934296,-1.03330068503,-0.811060741124,-0.662283766271,0.119093369918,-0.696901992662,1.33083733675,2.31423582771,0.19598106386,1.37916003607,1.03555890981,1.66857078768,0.949584894733,0.0203396963294,0.173315700726
AAR2,-1.62499930112,0.342141699418,0.987143805411,-2.10424175359,0.667666241963,-3.66031911746,-0.0306021122533,-0.888743215836,-0.548984504589,-0.103116361888,-1.87070321588,-0.594990080365,1.11123933785,1.24671961393,0.556897945986,0.637662194732,-0.221023874899,0.587136494678,1.35879529682,2.34079722135
AARS,2.63271082147,2.69021582253,1.06040746439,0.252632020913,-1.33637239817,0.722160939089,-1.38811741494,1.87436116462,1.19807806238,0.44319050533,-0.28275287454,0.269770556125,-1.11031362576,-2.95314335034,-2.07223880694,0.261044080522,0.399322426272,-0.333796693691,-0.787471110076,-1.38333762474
AARS2,2.78668037471,1.6635417554,-0.386801696312,-0.33632023227,-0.538940242724,2.27959271204,-1.94572061399,0.4778439964,-0.615941596281,-1.59961439001,1.29440072212,-1.91476515431,-0.0720805048208,1.65089052746,-1.56137861276,-0.577352965565,0.488614225168,,-0.695754345798,0.573957545733
AARSD1,-1.80914874556,0.625974403156,-3.61350772003,-0.27733896299,-1.16033622081,1.44465243247,-0.700373476864,0.683291696555,0.877528785251,-0.457501994557,1.32651568896,-2.40875883555,-0.214788436317,1.24610372776,1.0215048443,-0.568646067402,-0.232166830138,1.31486071159,-0.758846568347,1.90358990326
AASDHPPT,0.900912277736,-0.171470755124,0.253483208341,-2.57591223089,-2.1119875333,-0.944125691411,0.0315134773624,0.527426874181,-0.193304417616,0.722539264,1.07581339422,-2.42769120137,-0.346690605118,1.42350206661,-1.64946436528,0.412595425952,-0.230558293946,1.73807809435,-0.117891434033,3.65393822486
AATF,-0.391830105344,-0.0775083373232,-1.47371773581,0.400034028865,-0.721537905507,1.3607324449,3.39675451807,-0.52609920526,-1.16755891227,-1.25004390564,0.828011612389,-3.65917641774,0.275714639076,-0.895487806251,1.69472071397,-0.0612984707382,-0.660009466396,1.73388767766,-0.183746776034,1.77586977295
ABCB10,-3.24113453836,-1.63842781276,-0.319621122109,0.606953271235,0.0229762186136,-0.285504272463,,0.572177106261,-0.00687859167668,-1.57239176524,3.24450582781,,0.488816813064,1.07845153131,1.97132622292,,1.16489874097,-1.87255273729,-0.62676150179,0.149959375745
ABCB7,-1.21910310759,1.05382596824,-1.64253028673,0.509493117019,-0.0222941365098,0.589503897209,-1.53119829412,-0.924882985446,0.976245564675,,1.0394050887,-0.631515355773,-3.58935117781,0.257086932684,-1.40219226663,1.09131557125,0.48408741875,-0.610103679142,2.64087661923,2.09869454266
ABCC1,-2.37333679076,-1.58946601247,-0.871668609273,,2.01980879227,-1.33735584112,-2.22060174263,0.310668251048,2.49871162863,0.0870704042815,1.10267237112,-1.01602098959,0.443991174422,1.70925493024,0.486321214094,,,0.116335655922,-0.340946763635,0.858974281119
ABCC3,2.08996617262,1.37613913851,,,-0.283025524639,,,0.391521282029,1.26315656782,-1.44740966477,1.50069342414,-0.306290762598,,,,,-0.305970851878,-2.51918716145,-1.56986666656,-0.393733264536
ABCC4,-0.0824929513263,,0.984625239487,,-0.683770278723,,,-0.638050769937,1.06218578653,-2.01616432387,0.61989648911,-0.667221362173,1.33196534041,1.00012377343,2.88442989117,,-0.742869329179,-2.0076459523,-1.9178753234,0.961101994502
ABCC5,-0.351121498395,0.810194183723,-0.41207722805,1.60217012088,-2.4400764036,-0.432749414288,-1.8981250835,-0.00821399348622,-1.54743715154,,,-0.215547312445,,,,0.898453857117,,1.45995655207,2.41764734555,
