gene,cor
A1BG,-0.180092562591
A1CF,0.144151935173
A2M,0.0805633242065
A2ML1,0.0899789159609
A4GALT,-0.0430367326314
AAAS,-0.0529218939004
AACS,-0.0476987882123
AADAC,-0.0537848894273
AADAT,0.0339364312794
AAGAB,-0.100432843355
AAK1,0.0587379964902
AAMP,0.0808453595418
AARS,0.116074115695
AARS2,0.0454346136362
AARSD1,-0.0287651650554
AASDH,-0.032156620104
AASDHPPT,0.176640378437
AASS,-0.0743279564877
AATF,0.139496345265
AATK,0.0526349591902
ABAT,0.0180587155344
ABCA1,-0.116913668942
ABCA10,-0.080017837249
ABCA12,-0.0260542887999
ABCA13,0.122019455183
ABCA2,0.0553624593454
ABCA3,-0.0711708628806
ABCA4,-0.16149901189
ABCA5,0.000347180225985
ABCA6,-0.0313236396321
ABCA7,-0.049086764098
ABCA8,-0.0381929533411
ABCA9,-0.0191866633567
ABCB1,0.116413837294
ABCB10,0.133701377325
ABCB11,-0.030292669573
ABCB4,0.0377485687864
ABCB5,-0.0607132758565
ABCB6,-0.0296327043392
ABCB7,0.0675426636131
ABCB8,-0.132100308819
ABCB9,-0.0423803979545
ABCC1,0.179014614652
ABCC10,0.163189378434
ABCC11,-0.00275317286725
ABCC2,0.0511030525075
ABCC3,-0.0895937150368
ABCC4,0.14443769026
ABCC5,0.0937883676726
ABCC6,0.107232585643
ABCC8,-0.196388791584
ABCC9,-0.0246060772789
ABCD1,0.0818753987319
ABCD2,-0.129252501993
ABCD3,-0.0774723042551
ABCD4,-0.197741589501
ABCE1,0.127142609769
ABCF1,0.226477710358
ABCF2,0.0212870865449
ABCF3,0.00284767967224
ABCG1,-0.0508854521177
ABCG2,-0.0772380107361
ABCG4,0.0413725888819
ABCG5,-0.0792281811262
ABCG8,-0.0133409971102
ABHD1,-0.053310448757
ABHD10,-0.110794113273
ABHD11,-0.00911052588275
ABHD12,0.0315875472558
ABHD12B,0.0271589654213
ABHD13,0.0341029804948
ABHD14A,-0.290317289233
ABHD14B,-0.0337280292502
ABHD15,-0.0245373499228
ABHD16A,-0.00928464525624
ABHD16B,0.0268379223344
ABHD2,0.0436486561387
ABHD3,-0.22315488323
ABHD4,-0.0735053192594
ABHD5,-0.0282181157513
ABHD6,-0.0362478308402
ABHD8,-0.0351572141729
ABI1,0.0126463121004
ABI2,0.0391061053128
ABI3,-0.143937072939
ABI3BP,-0.068153133948
ABL1,0.142881113478
ABL2,0.159568883291
ABLIM1,0.0893654627713
ABLIM2,0.103981801609
ABLIM3,-0.13981360279
ABO,0.0806113927548
ABR,0.0414606531737
ABT1,0.0384843178696
ABTB1,-0.14651301809
ABTB2,0.103527869721
ACAA1,-0.0711447246404
ACAA2,-0.0218376477578
ACACA,0.183257243043
ACACB,0.026181265654
ACAD10,0.0680676224615
ACAD11,-0.0308612232525
ACAD8,-0.0524192024961
ACAD9,0.0919157032721
ACADL,0.0195501988419
ACADM,-0.0604247956769
ACADS,-0.135104399621
ACADSB,-0.039820319391
ACADVL,-0.223778665689
ACAN,0.0687276695544
ACAP1,-0.130264769172
ACAP2,0.0655257815789
ACAP3,-0.0500544109458
ACAT1,-0.0222912016353
ACAT2,0.0744783310845
ACBD3,0.106797892513
ACBD4,-0.149239002466
ACBD5,0.0353289418895
ACBD6,-0.036935339194
ACBD7,-0.0129485307956
ACCS,-0.00797875315639
ACD,0.0320808945424
ACE,-0.0139681714091
ACE2,0.287643068966
ACER2,0.0622641038565
ACER3,0.0564074376579
ACHE,0.0984064252982
ACIN1,-0.0157776068786
ACLY,0.118664719377
ACMSD,-0.00695200980133
ACO1,-0.0519963517803
ACO2,0.0546786507543
ACOT1,0.0187276478487
ACOT11,0.0848125990903
ACOT12,-0.0995030567993
ACOT13,0.0447667771438
ACOT2,-0.00400303591843
ACOT4,-0.0913671673072
ACOT7,-0.0486579827562
ACOT8,0.146330786568
ACOT9,0.00442507595
ACOX1,0.16733386404
ACOX2,0.0085049752072
ACOX3,-0.0312115897485
ACOXL,0.00850154767982
ACP1,-0.0274489791615
ACP2,-0.162183559187
ACP5,-0.13208284932
ACP6,0.0264159118461
ACPP,-0.0491775452221
ACRBP,-0.133739156621
ACRC,0.0100933914867
ACSBG1,-0.0711433582984
ACSF2,-0.0533539997077
ACSF3,0.115889803221
ACSL1,0.0573979327739
ACSL3,0.157323554074
ACSL4,-0.0604726560697
ACSL5,0.135654689559
ACSL6,0.164308149166
ACSM1,-0.0663313708567
ACSM2A,-0.172032476406
ACSM2B,-0.0487012322778
ACSM3,0.0790356077968
ACSM5,-0.153072899913
ACSS1,0.0268709897195
ACSS2,0.0176626826368
ACSS3,-0.00825262508102
ACTA1,-0.0209262753177
ACTA2,-0.0287673357462
ACTB,-0.0832659603059
ACTC1,-0.0341077717716
ACTG1,-0.0308996984557
ACTG2,0.046281538381
ACTL10,0.050929008225
ACTL6A,0.138680305977
ACTL6B,0.00440615758092
ACTL8,0.0181220429509
ACTN1,-0.00468572509046
ACTN2,0.026712545345
ACTN4,0.114723870034
ACTR10,-0.0503185332888
ACTR1A,-0.090589206227
ACTR1B,-0.0815838092761
ACTR2,0.172825800645
ACTR3,0.0458053921077
ACTR3B,0.0477121845923
ACTR3C,0.000175198109039
ACTR5,0.0965253837648
ACTR6,0.0056442273751
ACTR8,0.057042386316
ACVR1,0.014527657222
ACVR1B,0.123801559821
ACVR1C,-0.0964502298026
ACVR2A,0.0780351793443
ACVR2B,0.17967838853
ACVRL1,-0.0258552692482
ACY1,0.0151772227148
ACY3,0.0644653739419
ACYP1,-0.0679464805672
ACYP2,-0.0515792103836
ADA,-0.0769452014324
ADAD2,-0.0435645360054
ADAL,-0.121490410946
