beta,f,f_pval,ll,px,py,rsquared,fdr
-0.312964458681,47.3164416297,3.94365491982e-11,-470.196376382,HUWE1,ACLY,0.144558707146,2.53734757541e-07
-0.261943747535,40.9623219028,6.51038071909e-10,-440.344625994,HUWE1,MYH14,0.127623459539,2.09438947733e-06
-0.3683936471,38.394287943,5.11105635518e-09,-242.563179175,HUWE1,NOS1AP,0.2006031024,1.09615121964e-05
0.291203771615,33.8319719003,1.63774998689e-08,-497.172332537,HUWE1,PDCD5,0.10780282103,2.10745668313e-05
-0.299537852272,34.1408851886,1.4215760448e-08,-503.848072973,HUWE1,NUMA1,0.108680171217,2.10745668313e-05
0.281419749897,33.4771668825,2.09831887265e-08,-424.680784635,HUWE1,MIEN1,0.11564700333,2.2500972711e-05
0.29751840191,32.1696496867,3.6307759836e-08,-486.51050705,HUWE1,NUDCD2,0.106462213263,3.33720181121e-05
0.279073737601,28.917654867,1.59455840917e-07,-507.304523205,HUWE1,CSTB,0.0936095895182,0.000124138011704
-0.269117444366,28.5188212915,1.92196369726e-07,-499.018195774,HUWE1,SEC16A,0.0924378654504,0.000124138011704
0.256633133153,28.5157976971,1.92940646105e-07,-479.287612686,HUWE1,RANBP1,0.0927295375089,0.000124138011704
-0.323652101345,27.9055032178,3.03475669927e-07,-416.885984744,HUWE1,ERBB2IP,0.111664220509,0.000152498665355
0.301544540525,27.9737785257,3.41348175979e-07,-314.955550863,HUWE1,ACYP2,0.130126468063,0.000152498665355
0.255202468617,27.354609349,3.43344112058e-07,-457.757944083,HUWE1,ARL3,0.0932475866314,0.000152498665355
0.257459051623,27.6215203878,3.28846537878e-07,-390.889195084,HUWE1,CDK5,0.104381232287,0.000152498665355
-0.232127128529,27.2100356883,3.55529993833e-07,-463.944871444,HUWE1,FASN,0.0885714414484,0.000152498665355
-0.266166610712,27.5760455724,4.08237055511e-07,-291.550994898,HUWE1,CDC42BPA,0.128514091584,0.000154505718539
-0.244497909142,26.9988667596,3.92753845803e-07,-479.685280529,HUWE1,RRBP1,0.0879445160321,0.000154505718539
0.252876611894,26.7276922586,4.58663479129e-07,-465.678088298,HUWE1,HPRT1,0.0906860568606,0.000163946712484
0.255389423867,26.4285182063,5.14187712791e-07,-494.986146756,HUWE1,TXN,0.0862469275411,0.000174120197058
0.219473628056,25.5752890186,7.70393565257e-07,-456.874149033,HUWE1,GGH,0.0836955406333,0.000247835609943
-0.237218715964,25.3925012224,8.4026851564e-07,-479.811138699,HUWE1,MYH9,0.0831471012575,0.000251137179018
0.205743302985,25.3467884956,8.58722091763e-07,-439.921577626,HUWE1,PSME1,0.0830098414346,0.000251137179018
0.237945837338,24.6546243293,1.21967890666e-06,-458.328267464,HUWE1,S100A13,0.0839578957273,0.000341191916759
-0.226877995774,24.3486369375,1.3815169753e-06,-473.161256704,HUWE1,FLNB,0.0800024510788,0.000356550461569
-0.267693920421,24.3427357535,1.38541522214e-06,-519.84721006,HUWE1,HDLBP,0.0799846123918,0.000356550461569
-0.24385979876,24.0860435018,1.56900975941e-06,-493.105836045,HUWE1,TJP2,0.0794693256856,0.000388269568926
-0.196340193254,23.8586236271,1.74616966024e-06,-435.260878379,HUWE1,HYOU1,0.0785188300477,0.000416105762739
0.261818944017,24.2166550584,1.88932243974e-06,-300.305591222,HUWE1,FLYWCH2,0.115198555755,0.000419168985423
-0.250032738569,23.7232794556,1.8630586059e-06,-504.234548601,HUWE1,PLEC,0.0781082026314,0.000419168985423
-0.216924626345,23.620665302,2.04337076196e-06,-414.494465167,HUWE1,PPL,0.0841729360043,0.000421456672459
-0.247449828039,23.596396047,1.97981215529e-06,-502.062414958,HUWE1,HK1,0.0777229122423,0.000421456672459
-0.31254494662,24.0247481106,2.09614757828e-06,-322.780971081,HUWE1,PLEKHA7,0.116610981598,0.000421456672459
-0.222924137924,23.3371194833,2.24189442061e-06,-474.186171203,HUWE1,RNF213,0.0769345984528,0.000437101475824
